Student Name/Gender/Student No./Gapps Account/Guardian1 Email/Guardian2 Email/Grade/ Course 1/Course 1 Title/Course 1 Credit Value/Course 2/Course 2 Title//Course 2 Credit Value/Course 3/Course 3 Title/Course 3 Credit Value/Course 4/Course 4 Title/Course 4 Credit Value/Course 5/Course 5 Title/Course 5 Credit Value/Course 6/Course 6 Title/Course 6 Credit Value/Course 7/Course 7 Title/Course 7 Credit Value/Course 8/Course 8 Title/Course 8 Credit Value/Course 9/Course 9 Title/Course 9 Credit Value/Course 10/Course 10 Title/Course 10 Credit Value/Course 11/Course 11 Title/Course 11 Credit Value/Total Courses/Alternate Course 1/Alternate Course 1 Title/Alternate Course 1 Credit Value/Alternate Course 2/Alternate Course 2 Title/Alternate Course 2 Credit Value/Alternate Course 3/Alternate Course 3 Title/Alternate Course 3 Credit Value
"Carlene,Jeanna"/M/173205168/173205168@gapps.yrdsb.ca///12/BBB4M1/International Business Fundamentals/1/FSF4U1/Core French//1/HFA4U1/Nutrition and Health/1/MCV4U1/Calculus and Vectors/1/SBI4U1/Biology/1/SCH4U1/Chemistry/1////////////////6/////////
"Orelie,Carolynn"/F/354956652/354956652@gapps.yrdsb.ca///9/ADA1O1/Drama/1/CGC1D1/Issues in Canadian Geography//1/ENG1D1/English/1/FSF1D1/Core French/1/HIF1O1/"Individual, Family and Social Living"/1/MTH1W1/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1D1/Science/1//////////8/TIJ1O1/Exploring Technologies (Alternate)/1/GLS1O1/Learning Strategies 1: Skills for Success in Secondary School (Alternate)/1///
"Hildegaard,Keeley"/M/173970912/173970912@gapps.yrdsb.ca///12/ENG4U1/English/1/IDC4U1/Interdisciplinary Studies//1/MCV4U1/Calculus and Vectors/1/MHF4U1/Advanced Functions/1/SCH4U1/Chemistry/1/SPH4U1/Physics/1/ZREMOT/Remote Holding Code/0/////////////7/PPL4O9/Healthy Active Living Education (Alternate)/1/BAT4M1/Financial Accounting Principles (Alternate)/1///
"Ninnetta,Kandace"/M/-1107538968/-1107538968@gapps.yrdsb.ca///12/BAT4M1/Financial Accounting Principles/1/BBB4M1/International Business Fundamentals//1/CIA4U1/Analysing Current Economic Issues/1/ENG3UO/English/1/HFA4U1/Nutrition and Health/1/IDC4U1/Interdisciplinary Studies/1/MCV4U1/Calculus and Vectors/1/////////////7/////////
"Rachelle,Dorotea"/F/332462220/332462220@gapps.yrdsb.ca///9/ADA1O1/Drama/1/BTT1O1/Information and Communication Techn//1/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English/1/FSF1D2/Core French/1/MTH1W1/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1D1/Science/1//////////8/HIF1O1/"Individual, Family and Social Living (Alternate)"/1/TIJ1O1/Exploring Technologies (Alternate)/1///
"Shir,Ciel"/M/346514580/346514580@gapps.yrdsb.ca///12/ENG3CK/English/1/GWL3OK/Designing Your Future//1/MFM2PK/Foundations of Mathematics/1/QUAD3A/QUAD 3 SEM 2 - A.M./0/QUAD3P/QUAD 3 SEM 2 - P.M./0/QUAD4A/QUAD 4 SEM 2 - A.M./0/QUAD4P/QUAD 4 SEM 2 - P.M./0/SNC1PK/Science/1//////////8/////////
"Koral,Donica"/M/346514268/346514268@gapps.yrdsb.ca///9/CGC1P1/Geography of Canada/1/ESLBO1/"English as a Second Language, Level 2"//1/ESLCO1/"English as a Second Language, Level 3"/1/FSF1O1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1DL/Science/1/TIJ1O1/Exploring Technologies/1//////////8/HIF1O1/"Individual, Family and Social Living (Alternate)"/1/BTT1O1/Information and Communication Techn (Alternate)/1///
"Florie,Malory"/F/346514076/346514076@gapps.yrdsb.ca///10/AVI2O1/Visual Arts/1/AWC2O1/Visual Arts- Ceramics//1/BBI2O1/Introduction to Business/1/CHC2D1/Canadian History Since World War I/1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1///////9/PPL2O8/Healthy Active Living Education-Female (Alternate)/1//////
"Natalie,Lauri"/F/348896772/348896772@gapps.yrdsb.ca///12/FSF4U1/Core French/1/HFA4U1/Nutrition and Health//1/MCV4U1/Calculus and Vectors/1/MHF4U1/Advanced Functions/1/SBI4U1/Biology/1/SPH4U1/Physics/1////////////////6/CPW4U1/Canadian and World Politics (Alternate)/1/CIA4U1/Analysing Current Economic Issues (Alternate)/1///
"Bernette,Electra"/M/355821708/355821708@gapps.yrdsb.ca///11/BAF3M1/Financial Accounting Fundamentals/1/BBB4M1/International Business Fundamentals//1/BMI3C1/"Marketing:Goods, Services, Events"/1/ENG3U1/English/1/HSP3U1/"Introduction to Anthropology, Psychology & Sociology"/1/MCR3U1/Functions/1/PPL3O9/Healthy Active Living Education-Male/1/TEJ2O1/Computer Technology/1//////////8/////////
"Enrica,Amata"/F/352851336/352851336@gapps.yrdsb.ca///9/AMI1O4/Instrumental Music-Band/1/BTT1O1/Information and Communication Techn//1/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English/1/FSF1D1/Core French/1/MTH1W1/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1D1/Science/1//////////8/AVI1O1/Visual Arts (Alternate)/1/TIJ1O1/Exploring Technologies (Alternate)/1///
"Talya,Madalyn"/M/343775316/343775316@gapps.yrdsb.ca///12/ENG1PK/English/1/MTH1WK/Mathematics//1/QUAD3A/QUAD 3 SEM 2 - A.M./0/QUAD3P/QUAD 3 SEM 2 - P.M./0/QUAD4A/QUAD 4 SEM 2 - A.M./0/QUAD4P/QUAD 4 SEM 2 - P.M./0////////////////6/////////
"Robyn,Ida"/M/241160424/241160424@gapps.yrdsb.ca///9/BTT1O1/Information and Communication Techn/1/CGC1D1/Issues in Canadian Geography//1/ENG1D1/English/1/FSF1D1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D1/Science/1/TIJ1O1/Exploring Technologies/1//////////8/ADA1O1/Drama (Alternate)/1/HIF1O1/"Individual, Family and Social Living (Alternate)"/1///
"Gerri,Melonie"/M/172874604/172874604@gapps.yrdsb.ca///12/BBB4M1/International Business Fundamentals/1/BOH4M1/Business Leadership:  Management Fu//1/CIA4U1/Analysing Current Economic Issues/1/ENG4U1/English/1/IDC4U1/Interdisciplinary Studies/1/MCV4U1/Calculus and Vectors/1////////////////6/////////
"Jolynn,Bessie"/M/172875408/172875408@gapps.yrdsb.ca///12/CLN4U1/Canadian and International Law/1/CPW4U1/Canadian and World Politics//1/ENG4U1/English/1/HFA4U1/Nutrition and Health/1/IDC4U1/Interdisciplinary Studies/1/MCV4U1/Calculus and Vectors/1////////////////6/CGW4U1/Canadian and World Issues:  A Geogr (Alternate)/1//////
"Riva,Bess"/M/344425380/344425380@gapps.yrdsb.ca///11/DCO3OC/Creating Opportunities through Co-o/2/ENG3C1/English//1/GLE3O1/AdvancedLearning Strategies: Skills for Success After Secondary School/1/HFC3M1/Food and Culture/1/MBF3C1/Foundations for College Mathematics/1/PAF3O9/Personal and Fitness Activities-Male/1/SBI3C1/Biology/1/////////////7/AWC3O1/Visual Arts- Ceramics (Alternate)/1/PPL3O9/Healthy Active Living Education-Male (Alternate)/1///
"Storm,Holly"/F/349152312/349152312@gapps.yrdsb.ca///11/AVI3M1/Visual Arts/1/ENG2D1/English//1/ENG3U1/English/1/HFC3M1/Food and Culture/1/MCR3U1/Functions/1/SPH3U1/Physics/1/TGJ2O1/Communications Technology/1/TGV3M1/"Communications Technology: TV, Video & Movie Production"/1/ZREMOT/Remote Holding Code/0///////9/PPL3O8/Healthy Active Living Education-Female (Alternate)/1/ADA3M1/Drama (Alternate)/1///
"Ashlie,Shaina"/M/238146756/238146756@gapps.yrdsb.ca///10/BBI2O1/Introduction to Business/1/CHC2D1/Canadian History Since World War I//1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/LWSBD1/Spanish/1/MPM2D1/Principles of Mathematics/1/PAF2O9/Personal and Fitness Activities-Male/1/SNC2D1/Science/1///////9/HFN2O1/Food and Nutrition (Alternate)/1//////
"Rodi,Zenia"/M/241123692/241123692@gapps.yrdsb.ca///9/BTT1O1/Information and Communication Techn/1/CGC1D1/Issues in Canadian Geography//1/ENG1D1/English/1/FSF1D1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D1/Science/1/TIJ1O1/Exploring Technologies/1//////////8/AMI1O4/Instrumental Music-Band (Alternate)/1/ADB2O1/Drama - Musical Theatre (Alternate)/1///
"Lelah,Hynda"/F/352579656/352579656@gapps.yrdsb.ca///10/CGC1D1/Issues in Canadian Geography/1/CHC2D1/Canadian History Since World War I//1/ENG2D1/English/1/FSF1D1/Core French/1/MPM2D1/Principles of Mathematics/1/PAF2O8/Healthy Living and Personal and Fit/1/SNC1D1/Science/1/SNC2D1/Science/1//////////8/////////
"Karrie,Sherilyn"/M/344093712/344093712@gapps.yrdsb.ca///10/AMI2O1/Instrumental Music-Band/1/BBI2O1/Introduction to Business//1/CHC2D1/Canadian History Since World War I/1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1/TEJ2O1/Computer Technology/1///////9/PAF2O9/Personal and Fitness Activities-Male (Alternate)/1/HFN2O1/Food and Nutrition (Alternate)/1///
"Bab,Ashien"/F/344093400/344093400@gapps.yrdsb.ca///12/ADA4M1/Drama/1/ENG4U1/English//1/FSF4U1/Core French/1/MCV4U1/Calculus and Vectors/1/MHF4U1/Advanced Functions/1/SBI4U1/Biology/1/SCH4U1/Chemistry/1/SPH4U1/Physics/1//////////8/IDC4UE/Interdisciplinary Studies (Alternate)/1/HFA4U1/Nutrition and Health (Alternate)/1///
"Bernete,Kary"/F/349305744/349305744@gapps.yrdsb.ca///10/ADA2O1/Drama/1/CHC2D1/Canadian History Since World War I//1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/MPM2D1/Principles of Mathematics/1/PPL2O8/Healthy Active Living Education-Female/1/SNC2D1/Science/1///////9/////////
"Meghann,Willie"/M/348825888/348825888@gapps.yrdsb.ca///11/CLU3M1/Understanding Canadian Law/1/ENG3UE/English//1/ICS3U1/Introduction to Computer Science/1/MCR3U1/Functions/1/SBI3U1/Biology/1/SCH3U1/Chemistry/1/SPH3U1/Physics/1/TEJ3M1/Computer Engineering Technology/1//////////8/HSP3U1/"Introduction to Anthropology, Psychology & Sociology (Alternate)"/1/TGV3M1/"Communications Technology: TV, Video & Movie Production (Alternate)"/1///
"Keslie,Robinet"/F/341548800/341548800@gapps.yrdsb.ca///12/BBB4M1/International Business Fundamentals/1/ENG4U1/English//1/EWC4U1/The Writer's Craft/1/HHG4M1/Issues in Human Growth and Development/1/HSB4U1/Challenge and Change in Society/1/MHF4UK/Advanced Functions/2/SBI4U1/Biology/1/////////////7/HFA4U1/Nutrition and Health (Alternate)/1//////
"Sofia,Tyne"/M/240818280/240818280@gapps.yrdsb.ca///11/BAF3M1/Financial Accounting Fundamentals/1/ENG3U1/English//1/HSP3U1/"Introduction to Anthropology, Psychology & Sociology"/1/ICS3U1/Introduction to Computer Science/1/MCR3U1/Functions/1/SCH3U1/Chemistry/1/SPH3U1/Physics/1/TEJ3M1/Computer Engineering Technology/1//////////8/TDJ3M1/Technological Design (Alternate)/1/CLU3M1/Understanding Canadian Law (Alternate)/1///
"Dixie,Devonne"/M/346891260/346891260@gapps.yrdsb.ca///10/BBI2O7/Introduction to Business/1/CHC2D1/Canadian History Since World War I//1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/FSF2D1/Core French/1/GLC2O1/Career Studies/0.5/IDC3OE/Interdisciplinary Studies/1/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1///////9/AVI2O1/Visual Arts (Alternate)/1/ADA2O1/Drama (Alternate)/1///
"Rozalie,Cherilyn"/F/1314610684/1314610684@gapps.yrdsb.ca///12/ALEP2B/ALEP SEM 2-2 CREDITS OUT/0/ALEP2O/ALEP SEM 2 - 1 CREDIT OUT//0/ENG4U1/English/1/HHG4MB/Issues in Human Growth and Developm/2/MDM4UK/Mathematics and Data Management/1/PSK4UK/Introductory Kinesiology/1/SBI4UO/Biology/1/YYY4X1/Dual Credit - College-Delivered/0//////////8/////////
"Hanna,Eustacia"/M/338145396/338145396@gapps.yrdsb.ca///9/AVI1O1/Visual Arts/1/CGC1P1/Geography of Canada//1/ENG1D1/English/1/FSF1P1/Core French/1/GLE1O1/Learning Strategies 1: Skills for Success in Secondary School/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1P1/Science/1//////////8/ICS2O1/Introduction to Computer Studies (Alternate)/1/ADA1O1/Drama (Alternate)/1///
"Bekki,Lita"/M/349045656/349045656@gapps.yrdsb.ca///9/AVI1O1/Visual Arts/1/CGC1D1/Issues in Canadian Geography//1/ESLDO1/"English as a Second Language, Level 4"/1/ESLEO1/"English as a Second Language, Level 5"/1/FSF1O1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D1/Science/1//////////8/////////
"Ellette,Gilda"/F/239170140/239170140@gapps.yrdsb.ca///10/BBI2O1/Introduction to Business/1/CHC2D1/Canadian History Since World War I//1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/FSF2D1/Core French/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1///////9/TEJ2O1/Computer Technology (Alternate)/1/ICS2O1/Introduction to Computer Studies (Alternate)/1///
"Brianna,Clarey"/F/239892144/239892144@gapps.yrdsb.ca///9/KENAND/Language and Communication Developm/0/KGLAND/Personal Life Skills//0/KMMAND/Numeracy and Numbers/0/KPFAND/Personal Health and Fitness/0//////////////////////4/////////
"Row,Josy"/F/345403668/345403668@gapps.yrdsb.ca///9/KCCAND/Life Skills/0/KENAND/Language and Communication Developm//0/KMMAND/Numeracy and Numbers/0/KPFAND/Personal Health and Fitness/0//////////////////////4/////////
"Sandi,Brynna"/M/339567048/339567048@gapps.yrdsb.ca///9/ADA1O1/Drama/1/AMR1O1/Repertoire//1/AVI1O1/Visual Arts/1/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English/1/FSF1D1/Core French/1/MTH1W1/Mathematics/1/PAI1O1/Individual & Small Group Activities/1/SNC1D1/Science/1///////9/////////
"Dasi,Ainslie"/M/339566952/339566952@gapps.yrdsb.ca///12/ADA4M1/Drama/1/ADB4M1/Drama - Musical Theatre//1/HZT4U1/Philosophy: Questions and Theories/1/ICS4U1/Computer Science /1/MCV4U1/Calculus and Vectors/1/SPH4U1/Physics/1/TEJ4M1/Computer Engineering Technology/1/////////////7/SCH4U1/Chemistry (Alternate)/1//////
"Caron,Vivia"/F/176609556/176609556@gapps.yrdsb.ca///11/CIE3M1/The Individual and the Economy/1/DCO3OC/Creating Opportunities through Co-o//2/ENG3UE/English/1/HSP3U1/"Introduction to Anthropology, Psychology & Sociology"/1/IDC3O1/Interdisciplinary Studies/1/SBI4UE/Biology/1/SCH3U6/Chemistry/1/////////////7/CLN4U1/Canadian and International Law (Alternate)/1//////
"Constancia,Mildred"/M/173961096/173961096@gapps.yrdsb.ca///12/ENG4UE/English/1/MCV4U1/Calculus and Vectors//1/MHF4U1/Advanced Functions/1/PSK4U1/Introductory Kinesiology/1/SBI4U1/Biology/1/SCH4U1/Chemistry/1////////////////6/////////
"Patty,Gay"/M/346055220/346055220@gapps.yrdsb.ca///9/KENANR/Language and Communication Developm/0/KGLANR/Personal Life Skills//0/KMMANR/Numeracy and Numbers/0/KPHANR/Choice Making for Healthy Living/0//////////////////////4/////////
"Zara,Brandie"/M/173407092/173407092@gapps.yrdsb.ca///12/GWL3OK/Designing Your Future/1/HFA4U1/Nutrition and Health//1/PPL4O9/Healthy Active Living Education/1/PPZ3CK/Health for Life/1/PSK4U1/Introductory Kinesiology/1/ZREMOT/Remote Holding Code/0////////////////6/TGV4M1/"Communications Technology: TV, Video & Movie Production (Alternate)"/1//////
"Fredi,Joby"/F/174512436/174512436@gapps.yrdsb.ca///12/ADB4M1/Drama - Musical Theatre/1/CGW4UE/World Issues:  A Geographic Perspective//1/ENG4U1/English/1/GLE4O1/Advanced Learning Strategies:Skills for Success After Secondary School (Identifi/1/HSB4U1/Challenge and Change in Society/1///////////////////5/////////
"Floria,Mufinella"/M/335805636/335805636@gapps.yrdsb.ca///11/HFC3M1/Food and Culture/1/HHG4M1/Issues in Human Growth and Development//1/HSP3U1/"Introduction to Anthropology, Psychology & Sociology"/1/IDC3O1/Interdisciplinary Studies/1/MCR3U1/Functions/1/PAF3O9/Personal and Fitness Activities-Male/1/SCH3U1/Chemistry/1/SPH4U1/Physics/1//////////8/HSG3M1/Gender Studies (Alternate)/1//////
"Christie,Melisandra"/M/341308920/341308920@gapps.yrdsb.ca///11/BMI3C1/"Marketing:Goods, Services, Events"/1/CIE3M1/The Individual and the Economy//1/CLU3M1/Understanding Canadian Law/1/ENG3U1/English/1/HSP3U1/"Introduction to Anthropology, Psychology & Sociology"/1/MCR3U1/Functions/1/PAF3O9/Personal and Fitness Activities-Male/1/TGV3M1/"Communications Technology: TV, Video & Movie Production"/1//////////8/////////
"Marabel,Ellyn"/F/342017772/342017772@gapps.yrdsb.ca///9/ADA1O1/Drama/1/BTT1O1/Information and Communication Techn//1/CGC1DG/Issues in Canadian Geography/1/ENG1DG/English/1/FSF1DG/Core French/1/MTH1WG/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1DG/Science/1//////////8/HIF1O1/"Individual, Family and Social Living (Alternate)"/1/AVI1O1/Visual Arts (Alternate)/1///
"Emelita,Adria"/M/240425244/240425244@gapps.yrdsb.ca///9/ADA1O1/Drama/1/AVI1O1/Visual Arts//1/CGC1P1/Geography of Canada/1/ENG1D1/English/1/FSF1P1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D1/Science/1//////////8/AWC2O1/Visual Arts- Ceramics (Alternate)/1//////
"Sallyanne,Verene"/F/1326771064/1326771064@gapps.yrdsb.ca///12/AWC4M1/Visual Arts- Ceramics/1/BBB4M1/International Business Fundamentals//1/ENG4UK/English/1/IDC4U1/Interdisciplinary Studies/1/QUAD3P/QUAD 3 SEM 2 - P.M./0/QUAD4P/QUAD 4 SEM 2 - P.M./0////////////////6/AWS4M1/Visual Arts - Digital Media (Alternate)/1//////
"Mirilla,Alikee"/M/355831704/355831704@gapps.yrdsb.ca///9/AVI1O1/Visual Arts/1/CGC1D1/Issues in Canadian Geography//1/ENG1D1/English/1/FSF1O1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D1/Science/1/TIJ1O1/Exploring Technologies/1//////////8/////////
"Shelly,Michaella"/F/330054612/330054612@gapps.yrdsb.ca///12/AVI4M1/Visual Arts/1/ENG4U1/English//1/HSB4U1/Challenge and Change in Society/1/MHF4U1/Advanced Functions/1/SBI4U1/Biology/1/SCH4U1/Chemistry/1////////////////6/HHG4M1/Issues in Human Growth and Development (Alternate)/1//////
"Cari,Fancy"/F/330053616/330053616@gapps.yrdsb.ca///10/AVI2O1/Visual Arts/1/AWC2O1/Visual Arts- Ceramics//1/CHC2P1/Canadian History Since World War I/1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/MFM2P1/Foundations of Mathematics/1/SNC2P1/Science/1///////9/AWJ2O1/Visual Arts- Stage Design (Alternate)/1/ADA2O1/Drama (Alternate)/1///
"Gwenny,Willamina"/F/344495064/344495064@gapps.yrdsb.ca///10/AWJ2O1/Visual Arts- Stage Design/1/BBI2O1/Introduction to Business//1/CHC2D1/Canadian History Since World War I/1/ENG2D1/English/1/FSF2D1/Core French/1/HFN2O1/Food and Nutrition/1/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1//////////8/AWQ3M1/Visual Arts - Photography (Alternate)/1//////
"Renee,Bernadene"/F/341659992/341659992@gapps.yrdsb.ca///12/ADA4M1/Drama/1/BBB4M1/International Business Fundamentals//1/CGW4U1/Canadian and World Issues:  A Geogr/1/CLN4U1/Canadian and International Law/1/HHG4M1/Issues in Human Growth and Development/1/HZT4U1/Philosophy: Questions and Theories/1////////////////6/////////
"Rozella,Marys"/M/344447736/344447736@gapps.yrdsb.ca///12/KCCEND/Life Skills/0/KENEND/Language and Communication Developm//0/KMMEND/Numeracy and Numbers/0/KPFEND/Personal Health and Fitness/0//////////////////////4/////////
"Babette,Vicky"/F/241615344/241615344@gapps.yrdsb.ca///9/AVI1O1/Visual Arts/1/CGC1D1/Issues in Canadian Geography//1/CHC2D1/Canadian History Since World War I/1/ENG1D1/English/1/FSF1D1/Core French/1/MTH1W1/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1D1/Science/1//////////8/BTT1O1/Information and Communication Techn (Alternate)/1/AMV1O1/Music - Vocal/Choral (Alternate)/1///
"Darice,Cass"/M/347313948/347313948@gapps.yrdsb.ca///11/ADA3M1/Drama/1/AWC3O1/Visual Arts- Ceramics//1/ENG3U1/English/1/HFC3M1/Food and Culture/1/MCF3M1/Functions and Applications/1/PAF3O9/Personal and Fitness Activities-Male/1/SBI3U1/Biology/1/SCH3U1/Chemistry/1//////////8/PPL3O9/Healthy Active Living Education-Male (Alternate)/1/AWD3M1/Visual Arts - Visual Design (Alternate)/1///
"Ingaborg,Jorey"/M/331606944/331606944@gapps.yrdsb.ca///10/ADA2O1/Drama/1/CHC2D1/Canadian History Since World War I//1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/ICS2O1/Introduction to Computer Studies/1/MPM2D1/Principles of Mathematics/1/PPL2O9/Healthy Active Living Education-Male/1/SNC2D1/Science/1/ZREMOT/Remote Holding Code/0////10/HFN2O1/Food and Nutrition (Alternate)/1/BBI2O1/Introduction to Business (Alternate)/1///
